country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Australia,AUS,7341.0,968.0,69.8,935.0,,0.39,0.77,238.0
Belgium,BEL,7262.0,935.0,68.4,924.0,,598.0,677.0,0.26
Brazil,BRA,6637.0,883.0,63.1,882.0,,745.0,0.77,302.0
Canada,CAN,7418.0,962.0,70.5,957.0,248.0,503.0,783.0,233.0
Czechia,CZE,6439.0,919.0,67.1,865.0,,901.0,639.0,258.0
Denmark,DNK,8019.0,972.0,68.3,971.0,,237.0,777.0,154.0
Egypt,EGY,5168.0,848.0,61.4,817.0,,,689.0,346.0
France,FRA,7093.0,0.94,70.7,895.0,,688.0,681.0,225.0
Germany,DEU,6.62,963.0,69.9,847.0,,781.0,685.0,197.0
Greece,GRC,6006.0,837.0,69.6,734.0,,861.0,598.0,264.0
Hungary,HUN,5194.0,0.93,65.0,697.0,,903.0,578.0,0.29
Iran,IRN,5308.0,766.0,64.3,651.0,,636.0,515.0,456.0
Italy,ITA,6854.0,928.0,70.6,802.0,,944.0,606.0,295.0
Japan,JPN,6516.0,928.0,72.4,868.0,,699.0,686.0,153.0
Jordan,JOR,6295.0,0.92,65.8,,,0.67,0.63,0.24
Lebanon,LBN,5491.0,796.0,65.1,703.0,,945.0,558.0,292.0
Mexico,MEX,6581.0,903.0,64.4,814.0,,764.0,763.0,219.0
Netherlands,NLD,7464.0,947.0,70.7,901.0,,571.0,701.0,233.0
Pakistan,PAK,5225.0,591.0,53.2,0.63,,844.0,,237.0
Poland,POL,5587.0,922.0,66.2,782.0,,983.0,611.0,282.0
Romania,ROU,5049.0,838.0,64.5,0.8,,957.0,576.0,346.0
Saudi Arabia,SAU,7.08,868.0,61.2,,,505.0,681.0,243.0
Spain,ESP,7153.0,961.0,70.4,916.0,,777.0,694.0,241.0
Sweden,SWE,7376.0,951.0,71.0,964.0,,,742.0,151.0
Turkiye,TUR,4719.0,0.82,66.1,623.0,,877.0,479.0,
United Kingdom,GBR,6984.0,979.0,69.1,922.0,,398.0,779.0,262.0
Venezuela,VEN,7.17,955.0,65.5,838.0,,0.72,803.0,233.0
