Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
Afghanistan,AFG,85.3,80.60636155128067,9.0,32.333,2122.995815126633,17.1917,2972.188540346683,9.406239339313217,652230.0,432910523.0,4068476040.0,,-647402.0,43.5798414355935,54.0650161973572,,20.0,2930.15071218144,25.3939250580909,81.091381513011
Africa Eastern and Southern,AFE,48.80125796076583,73.03765378865687,7.5,61.17237004382242,4369.19105632365,26.8,10449.504681687817,9.0101344503435,14845090.229,276228627624.0,291060234924.0,1.1185337344092674,-220428.0,40.8389553211614,55.9149332976753,30.523627075351214,,6657.723808327095,37.36057810964707,71.36826116999349
Africa Western and Central,AFW,55.68668296697957,76.70046185737823,9.0,69.3575725419805,6220.122874620257,37.5,5622.800702167366,6.976259203413392,9045773.0,201745516583.0,170216520113.0,0.9226827102052572,-81809.0,42.13097536273653,54.929232846212585,19.182782283218963,,5534.434763720724,51.681694113477946,70.55594734232108
Albania,ALB,100.0,25.704710448215508,9.0,55.457,21411.404264868648,82.6137,14821.203806895615,9.861609920162875,27400.0,4308978674.0,8393743423.00001,1.20878861551122,-16426.0,17.2224721389952,67.0011896981477,35.7142857142857,,13294.791850526582,57.8643477747383,48.97711716139701
Algeria,DZA,100.0,48.97616103889556,10.0,36.62,15836.094437032109,74.8319,19281.814094628386,22.920305598874407,2381740.0,65102212578.0,40498480438.0,4.05748811460294,-14684.0,30.8411919729913,62.9718445030799,8.10810810810811,,16597.802929382942,74.1795862354514,26.10327656928715
American Samoa,ASM,,43.2929164007658,,,,,,14.152764857881124,200.0,16369968.0,217562890.0,,-1305.0,28.0659474778399,64.8304252040172,,0.4,,81.794797704649,
Andorra,AND,100.0,17.486045140935406,10.0,,68470.0759483848,94.4855,,4.236652264546635,470.0,,,,1102.0,12.6560441628505,72.3750078414152,46.4285714285714,18.7,,88.7548766267286,
Angola,AGO,48.5,85.30381928566455,10.0,64.619,9588.241295111882,42.0719,34053.084305329256,18.1217716217607,1246700.0,50856991253.0,16225180697.0,1.410163657162,-995.0,44.7578771438631,52.4687842964853,33.6363636363636,,10341.851092222269,69.0506188977513,66.312487849522
Antigua and Barbuda,ATG,100.0,26.27216771284052,11.0,,29933.889369890207,77.1648,,6.780274707842665,440.0,2062411109.0,626409380.0,,0.0,18.5733520034468,70.6979750107712,11.1111111111111,0.9,,24.5114484000414,
Arab World,ARB,90.6545179070033,53.10466384664033,9.0,40.36981951758608,17956.131562433395,,38903.28614712389,12.590538546082756,13096083.709,1311284639164.0,1012112223595.0,4.494792211121348,2684826.0,33.15534636659076,62.43396330634469,18.24625886059333,,22674.38735365829,59.33393251481172,23.27096135392786
Argentina,ARG,100.0,34.88566430450464,14.0,57.3,29808.807346800702,88.3754,31925.774158113734,68.99382676923139,2736690.0,86535962980.0,80516890000.0,0.684586409291956,5589.0,22.7507462136988,65.2151737723899,44.7470817120623,,23729.95443396094,92.112838186126,23.27979684080725
Armenia,ARM,100.0,29.547577010407,12.0,50.905,19161.37005141889,77.0277,14444.303368762268,7.985878528281745,28198.32,5344643857.0,8596679764.0,4.08174595925594,38001.0,19.8625625656376,67.2222792072338,35.5140186915888,,13429.509244458262,65.5624462874485,35.42815376027887
Aruba,ABW,99.9,26.28184546660152,13.0,,41758.895756654405,,,4.289059850345538,180.0,102904100.0,1469374716.0,,152.0,17.5446735076358,66.7551168098569,,8.8,,61.8811657924257,
Australia,AUS,100.0,28.18937220822487,11.0,64.396,66103.17970669566,97.0424,127336.28733133902,7.199544340720095,7692020.0,401694722486.0,302161284488.0,1.88329708969124,140972.0,18.2355418743903,64.6894260786269,38.4105960264901,,103888.9323428768,87.3343268253813,9.37931001488805
Austria,AUT,100.0,21.78145201955961,13.0,57.843,72065.49742701056,93.6141,95196.90709245048,5.023431563332707,82520.0,211766887497.0,233517615031.0,0.7667060083267719,157365.0,14.3461537570506,65.8640953229773,40.9836065573771,,85187.42558139387,68.998085127906,8.182661062093109
Azerbaijan,AZE,100.0,32.71949991777943,9.0,61.116,22552.088656052303,88.0,29120.906039704787,37.27072112937472,82650.0,38144989900.0,14539496600.0,3.7953702508048295,9086.0,22.7976026739958,69.6758832959182,18.3333333333333,,11507.79574445183,58.4382815854684,54.3428702003442
"Bahamas, The",BHS,100.0,26.788685524126453,12.0,67.291,36791.40104609638,94.7326,31483.154269789167,4.124169662850633,10010.0,955761033.0,3766573163.0,,1001.0,18.7512656006902,69.9966166798939,17.9487179487179,1.1,55264.78119946389,81.3200717047725,15.452638165522572
Bahrain,BHR,100.0,24.64282658547722,9.0,69.395,61677.6538492695,100.0,47189.555725956445,7.134888799007811,790.0,15014755808.0,15456106469.0,3.42339334548769,18975.0,19.0789580940866,77.4220895374444,20.0,,40839.82563896658,100.0,0.901733674439886
Bangladesh,BGD,99.4,44.19724913901537,5.0,59.031,8450.549025339405,41.6165,7599.520907057686,5.049021878831312,130260.0,47070835971.0,79915840407.0,0.990983394484057,-549990.0,28.7700900252928,65.0947523228864,20.8571428571429,,5765.796179294671,31.673734726234,57.84038066255668
Barbados,BRB,100.0,26.62445798196377,11.0,60.601,22193.248712578938,79.4451,33354.55253064025,-1.2507343562653972,430.0,314884291.0,2143187679.0,,-80.0,17.7254018518125,66.5758116733612,26.6666666666667,5.5,38375.88230210921,59.3538514107686,19.153032445066454
Belarus,BLR,100.0,25.490745056880204,11.0,61.754,28429.49488218266,89.5073,12920.4991965454,14.884862363536683,202990.0,32803624748.000004,43891059701.0,1.64869313490861,-8000.0,16.959852885083,66.5333622144506,40.0,,9948.52652518392,78.4732787892908,6.79840537714345
Belgium,BEL,100.0,25.947983908414564,13.0,51.536,69128.13888838432,94.0078,90749.62214315672,6.699037611866103,30494.0,620749573291.0,612817718621.0,1.16246551287247,118615.0,16.5296792082338,63.7031280332457,42.6666666666667,,94095.68527985051,87.489200269855,11.630727598644365
Belize,BLZ,98.6,40.79567675448412,8.0,53.257,13461.209845161278,71.8096,15742.085062295018,7.286854911232751,22810.0,286307046.0,1356987237.0,0.979173785897568,5936.0,27.6108488750611,67.6808207919391,12.5,30.8,14732.599134827213,42.1373251262137,30.06788525202558
Benin,BEN,56.5,76.83886413074245,6.0,74.995,3844.154157458155,30.0134,2549.20843286274,4.138994478753673,112760.0,908459002.999999,3637331748.0,0.632087491743063,-192.0,42.1206314865863,54.8168372827197,7.40740740740741,,3407.8544553809097,50.9627000010887,79.5320545684629
Bermuda,BMU,100.0,21.492011278195488,13.0,,105142.40996718328,,,1.445793485447069,54.0,67884558.0,1234547186.0,,0.0,14.1269681923133,65.731252461447,,0.9,,100.0,
Bhutan,BTN,100.0,30.731115019596988,,59.342,15063.810576307216,86.2903,15026.003839026618,5.794855169797827,38140.0,650962683.0,4099251081.000001,,291.0,22.0389043871,71.7153414362264,17.3913043478261,82.5,9773.194408672394,40.9365143617581,69.85277224954811
Bolivia,BOL,99.9,47.63727963085756,14.0,75.487,12306.729312869538,67.3612,6809.247525916043,2.591002750816031,1083300.0,13603746248.0,11868830447.0,0.973250888476219,-3008.0,30.4985263912342,64.0223930240519,46.1538461538462,,5147.977732822296,70.6352598708131,64.3683028020439
Bosnia and Herzegovina,BIH,100.0,20.415812217769933,9.0,42.656,20522.02375558,78.8455,12194.47686763998,11.808838185719653,51200.0,9660797766.0,15378617704.0,0.7520287307492179,-485.0,13.3765050071736,65.5202255864793,16.6666666666667,,18533.02659475446,51.0215287060993,19.14273747073944
Botswana,BWA,75.9,50.90259560178081,,49.361,19976.83437944735,80.3696,45662.88972356209,14.61767672418759,566730.0,7917218825.0,7406881905.0,2.51778285669486,-7306.0,32.4232245573215,63.6966233949337,11.1111111111111,,20071.53036270617,66.5889787170477,25.92684973687092
Brazil,BRA,100.0,29.049194727640597,14.0,57.663,19876.85335313965,80.5278,17293.865357955423,8.57028196142548,8358140.0,334292307439.0,288708355546.0,1.05240083845945,-253639.0,20.2024769910192,69.5457382256878,17.7387914230019,,17607.417657991078,87.349556243881,27.80441361639077
British Virgin Islands,VGB,100.0,21.11596615341934,12.0,,,,,,150.0,,,,550.0,15.8889845768418,75.25379054777,,1.3,,54.795911692548,
Brunei Darussalam,BRN,100.0,29.16960259833733,9.0,60.756,81801.7459224403,98.9704,162558.5526185723,24.23672683877649,5270.0,16171521798.0,9225673243.0,2.61193002463948,0.0,21.1818094975619,72.6164137035967,9.09090909090909,,32756.20620483354,74.7772642014221,4.477605095775076
Bulgaria,BGR,100.0,22.801810608945825,12.0,54.382,34805.70148167554,79.1269,14781.763408690242,15.918454216647175,108560.0,47848635443.0,57723589453.0,1.58707500372134,26498.0,14.5392290265379,63.7634737521873,24.1666666666667,,20290.007484650247,73.4799164005224,6.967821860204138
Burkina Faso,BFA,19.5,78.93215441355115,10.0,69.567,2645.2406799661094,14.6238,2814.5681312826646,4.642584352849582,273600.0,4542731249.0,5532241120.0,2.98161566942536,-24960.0,42.9683169274423,54.4370275967141,16.9014084507042,71.4,2825.8377507643527,27.2791369742712,80.7951990517066
