,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Access to electricity (% of population),1.0,-0.8433217205770172,0.43217629473165947,-0.30905628916924605,0.4829760428265975,0.553740586303777,0.38644184537268184,-0.26884959200199393,0.09193570644885007,0.293485635461547,0.2512514725825133,0.15791033826410397,0.18146767914672976,-0.8054912055955067,0.8239835636672124,0.0731762348460046,-0.8284995114520821,0.4475774588201834,0.7256513018656702,-0.79757932168941,0.06662234092682945,0.1001220402300965,0.7343777057204122,0.7578795713841242,,-0.1588734938886231,0.3312510113151774,-0.11210746455480113
"Age dependency ratio, young (% of working-age population)",-0.8433217205770172,1.0,-0.36900866149236716,0.1658502830113222,-0.549990994411077,-0.6834982308492684,-0.3981817988586834,0.2899859584845796,-0.12094084872791654,-0.3788997893991075,-0.327374736242849,-0.058660076121413114,-0.17197958485035963,0.9889115754401754,-0.9598534718776992,-0.18678413600756982,0.7404632737778224,-0.5415392926324547,-0.6680551374979582,0.7980494227541214,-0.2916887315434816,-0.2905819963962442,-0.7856815564633834,-0.42045826898938005,,-0.29473066645814644,-0.29866017734580846,0.01848698064074854
"Compulsory education, duration (years)",0.43217629473165947,-0.36900866149236716,1.0,-0.1391700144260862,0.18906176765955715,0.34474745462901124,0.2479453671562042,-0.28843209681949056,0.06170684425233106,0.2883279344624136,0.2819720994683106,0.015513652052419896,0.12875487440110167,-0.37066078649661305,0.2849881302258652,0.11009360620574611,-0.3454553272321933,0.3223212396301884,0.42078725680120577,-0.40850388341676963,-0.2642549086455919,0.052693064354292836,0.04802151825080237,-0.03535130533486842,,-0.18933853603233813,0.2348578497839955,-0.3703756889374651
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.30905628916924605,0.1658502830113222,-0.1391700144260862,1.0,0.11220713687955577,0.03011953168881263,0.024070448947782593,0.07977871074671479,0.08739036616948212,0.03969433071829251,0.03603086783948277,-0.29728201338003857,-0.031127167915414176,0.1545754055401479,-0.11569630623756195,0.11413431723107141,0.38434600493167387,-0.013884384773178516,-0.20521374430155384,0.34946544927951495,0.2660515576643624,0.49994548504728203,0.35682103773568696,0.4325658117270248,,-0.2632699748393369,0.22691200621320703,-0.04895573039766025
"GDP per capita, PPP (current international $)",0.4829760428265975,-0.549990994411077,0.18906176765955715,0.11220713687955577,1.0,0.6368512536851736,0.8038590286924855,-0.022904112323755277,0.0310966685062106,0.34647546358823605,0.3070454467558058,0.25187638180954114,0.3321126362690805,-0.5464145052948889,0.6186192374781363,0.09109060775602583,-0.5040035736637376,0.8492493351878458,0.6631395272485551,-0.6523041570993141,0.001119939291726315,0.3560816231970669,0.5788522098609719,0.6601514561873978,,-0.26317858053030085,0.3491730388634211,-0.19075635476953348
Individuals using the Internet (% of population),0.553740586303777,-0.6834982308492684,0.34474745462901124,0.03011953168881263,0.6368512536851736,1.0,0.6429583039990233,-0.37599856255153896,0.06536120346288957,0.5083586450043114,0.4713688115295387,-0.06798767525987343,0.30181669514577025,-0.7271929303573192,0.5887596493652025,0.4240671721514113,-0.45664102580666904,0.8201236796772052,0.6332986634850544,-0.6724540666003559,0.39705383345565753,0.34702461052636746,0.7253145201433059,0.562830589751547,,-0.22085734531353057,0.288503891607058,-0.3298273107070547
"Industry (including construction), value added per worker (constant 2015 US$)",0.38644184537268184,-0.3981817988586834,0.2479453671562042,0.024070448947782593,0.8038590286924855,0.6429583039990233,1.0,-0.03530216326987857,0.015484521642489042,0.31661604583038105,0.2923445342162228,0.17177271016315973,0.28578914156697643,-0.40313072154089374,0.37512726642793826,0.22523122792355818,-0.3105656128111931,0.8043100981878022,0.5789831940156281,-0.546864563825831,-0.032101073556262655,0.35867944210982317,0.48816641007518774,0.6263003992398076,,-0.533971482418272,0.2686156927474557,-0.23465877128737644
"Inflation, GDP deflator (annual %)",-0.26884959200199393,0.2899859584845796,-0.28843209681949056,0.07977871074671479,-0.022904112323755277,-0.37599856255153896,-0.03530216326987857,1.0,0.08683816207498637,-0.20876250182490394,-0.21236504650971172,0.1278275054908501,0.04619825723058301,0.3025101565984262,-0.2020255203472691,-0.2335061200660928,0.150182914550697,-0.29958044653865407,-0.1322495156306557,0.2479997110604505,-0.6176994875345916,0.07420685043214459,-0.40927276510683397,-0.2486149066624139,,-0.3220597411651871,0.05973086800279356,0.3604972358869352
Land area (sq. km),0.09193570644885007,-0.12094084872791654,0.06170684425233106,0.08739036616948212,0.0310966685062106,0.06536120346288957,0.015484521642489042,0.08683816207498637,1.0,0.4209070264000389,0.39937144767919613,0.09447274959280792,0.2534601695566881,-0.12125108008592647,0.13642757121673937,-0.03576487457861489,-0.10210138736087256,-0.002759242801640833,0.11892932905151452,-0.0881376556524508,0.13585665341351,0.19418216326244245,-0.014334383019686857,0.20312608183518016,,-0.2731701486386103,-0.44875549323496033,0.19206816642972527
Merchandise exports by the reporting economy (current US$),0.293485635461547,-0.3788997893991075,0.2883279344624136,0.03969433071829251,0.34647546358823605,0.5083586450043114,0.31661604583038105,-0.20876250182490394,0.4209070264000389,1.0,0.9131460076142014,0.06253675888313459,0.40496716116114345,-0.40731098912737207,0.3159177265268446,0.1447382623610446,-0.3164080100416688,0.4285065947749364,0.33398759230883274,-0.3384799394253546,-0.1733310510968986,0.20092837990706186,0.5027541985147679,0.3486446626627092,,0.055206203478404076,0.3116700399608351,-0.1502571839116816
Merchandise imports by the reporting economy (current US$),0.2512514725825133,-0.327374736242849,0.2819720994683106,0.03603086783948277,0.3070454467558058,0.4713688115295387,0.2923445342162228,-0.21236504650971172,0.39937144767919613,0.9131460076142014,1.0,0.06915910025982094,0.5219359040796705,-0.3536998038413221,0.2653318489755484,0.1270195056480204,-0.2750551158002336,0.4620641960714071,0.288067603000874,-0.29939780149114215,0.02343600293124397,0.15331820450800912,0.5964249766782981,0.3693780072396365,,0.08338622286437967,0.3249751980957032,-0.1378272223972793
Military expenditure (% of GDP),0.15791033826410397,-0.058660076121413114,0.015513652052419896,-0.29728201338003857,0.25187638180954114,-0.06798767525987343,0.17177271016315973,0.1278275054908501,0.09447274959280792,0.06253675888313459,0.06915910025982094,1.0,0.2069745592124062,-0.025804558140271605,0.1261764228541246,-0.303293980187395,-0.28977915953667105,-0.040185050623500675,0.20483359804439616,-0.23934165416342623,-0.4326482762618656,-0.23101304247960153,-0.5183304627800758,-0.49665109985418204,,-0.12272683341800478,-0.2131915691871702,0.11661413212165697
Net migration,0.18146767914672976,-0.17197958485035963,0.12875487440110167,-0.031127167915414176,0.3321126362690805,0.30181669514577025,0.28578914156697643,0.04619825723058301,0.2534601695566881,0.40496716116114345,0.5219359040796705,0.2069745592124062,1.0,-0.19491562806213003,0.1637664805002166,0.0013717734492369243,-0.24430576325357717,0.2684801835635958,0.29112830870957995,-0.28160794855939925,-0.06250928972520897,0.15958988141240352,0.24545194265584014,0.28904737557955346,,-0.1291673958680576,0.09853782188755975,0.2714057111656838
Population ages 0-14 (% of total population),-0.8054912055955067,0.9889115754401754,-0.37066078649661305,0.1545754055401479,-0.5464145052948889,-0.7271929303573192,-0.40313072154089374,0.3025101565984262,-0.12125108008592647,-0.40731098912737207,-0.3536998038413221,-0.025804558140271605,-0.19491562806213003,1.0,-0.9273956240221223,-0.22631998527541852,0.7082174840323572,-0.5734653922938736,-0.6525433288798014,0.7830085860365676,-0.3174135885264421,-0.2773306179541824,-0.7822969083980892,-0.37735205455722515,,-0.3033887218701213,-0.300900238429317,0.07105517525368558
Population ages 15-64 (% of total population),0.8239835636672124,-0.9598534718776992,0.2849881302258652,-0.11569630623756195,0.6186192374781363,0.5887596493652025,0.37512726642793826,-0.2020255203472691,0.13642757121673937,0.3159177265268446,0.2653318489755484,0.1261764228541246,0.1637664805002166,-0.9273956240221223,1.0,0.08219167099429663,-0.7577814118786351,0.46583645065609186,0.6505712412720741,-0.7738692662743845,0.16463499691688585,0.28020745856329116,0.5496371759323249,0.34141639925952344,,0.3024752076807806,0.13477961571672256,0.2273143482252293
Proportion of seats held by women in national parliaments (%),0.0731762348460046,-0.18678413600756982,0.11009360620574611,0.11413431723107141,0.09109060775602583,0.4240671721514113,0.22523122792355818,-0.2335061200660928,-0.03576487457861489,0.1447382623610446,0.1270195056480204,-0.303293980187395,0.0013717734492369243,-0.22631998527541852,0.08219167099429663,1.0,0.00433933478514899,0.3239405643486126,0.10110380163988443,-0.19029503675891432,0.30677011677533067,0.43620604816848074,0.40729521635753996,0.33090260256344467,,-0.16877852928030496,0.32116772095864277,-0.3033088189630339
Renewable energy consumption (% of total final energy consumption),-0.8284995114520821,0.7404632737778224,-0.3454553272321933,0.38434600493167387,-0.5040035736637376,-0.45664102580666904,-0.3105656128111931,0.150182914550697,-0.10210138736087256,-0.3164080100416688,-0.2750551158002336,-0.28977915953667105,-0.24430576325357717,0.7082174840323572,-0.7577814118786351,0.00433933478514899,1.0,-0.41693354312077296,-0.6629733144814904,0.7721975003546607,0.11059091321009337,0.031032548399219307,-0.38543832544010215,-0.35123787066847256,,0.16048694710883457,-0.1793358881965215,0.0750741390463325
"Services, value added per worker (constant 2015 US$)",0.4475774588201834,-0.5415392926324547,0.3223212396301884,-0.013884384773178516,0.8492493351878458,0.8201236796772052,0.8043100981878022,-0.29958044653865407,-0.002759242801640833,0.4285065947749364,0.4620641960714071,-0.040185050623500675,0.2684801835635958,-0.5734653922938736,0.46583645065609186,0.3239405643486126,-0.41693354312077296,1.0,0.6012180061514434,-0.600740461365257,0.2959467455611834,0.3334144677310671,0.7812083232098115,0.6088989268333875,,-0.40028293632793394,0.27295175217794304,-0.2645956322319082
Urban population (% of total population),0.7256513018656702,-0.6680551374979582,0.42078725680120577,-0.20521374430155384,0.6631395272485551,0.6332986634850544,0.5789831940156281,-0.1322495156306557,0.11892932905151452,0.33398759230883274,0.288067603000874,0.20483359804439616,0.29112830870957995,-0.6525433288798014,0.6505712412720741,0.10110380163988443,-0.6629733144814904,0.6012180061514434,1.0,-0.7448361204865311,0.05846391268683527,0.25218236925900217,0.6547092628864294,0.7425055173884786,,-0.5180123292685541,-0.028826250326065315,-0.3081494975796361
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.79757932168941,0.7980494227541214,-0.40850388341676963,0.34946544927951495,-0.6523041570993141,-0.6724540666003559,-0.546864563825831,0.2479997110604505,-0.0881376556524508,-0.3384799394253546,-0.29939780149114215,-0.23934165416342623,-0.28160794855939925,0.7830085860365676,-0.7738692662743845,-0.19029503675891432,0.7721975003546607,-0.600740461365257,-0.7448361204865311,1.0,-0.13499491293061386,-0.09642334993154922,-0.6512553325392573,-0.6805295919176023,,0.2794914904901692,-0.18743389924006787,0.451957750909867
happiness_score,0.06662234092682945,-0.2916887315434816,-0.2642549086455919,0.2660515576643624,0.001119939291726315,0.39705383345565753,-0.032101073556262655,-0.6176994875345916,0.13585665341351,-0.1733310510968986,0.02343600293124397,-0.4326482762618656,-0.06250928972520897,-0.3174135885264421,0.16463499691688585,0.30677011677533067,0.11059091321009337,0.2959467455611834,0.05846391268683527,-0.13499491293061386,1.0,0.004442511550910041,0.35140804894888844,0.2489004565195036,,0.05220674757469876,-0.14235016988167273,-0.11175807384397601
social_support,0.1001220402300965,-0.2905819963962442,0.052693064354292836,0.49994548504728203,0.3560816231970669,0.34702461052636746,0.35867944210982317,0.07420685043214459,0.19418216326244245,0.20092837990706186,0.15331820450800912,-0.23101304247960153,0.15958988141240352,-0.2773306179541824,0.28020745856329116,0.43620604816848074,0.031032548399219307,0.3334144677310671,0.25218236925900217,-0.09642334993154922,0.004442511550910041,1.0,0.18682314518940976,0.2635417629320312,,-0.0494290246707068,0.31254410683758566,0.4212849535590458
healthy_life_expectancy_at_birth,0.7343777057204122,-0.7856815564633834,0.04802151825080237,0.35682103773568696,0.5788522098609719,0.7253145201433059,0.48816641007518774,-0.40927276510683397,-0.014334383019686857,0.5027541985147679,0.5964249766782981,-0.5183304627800758,0.24545194265584014,-0.7822969083980892,0.5496371759323249,0.40729521635753996,-0.38543832544010215,0.7812083232098115,0.6547092628864294,-0.6512553325392573,0.35140804894888844,0.18682314518940976,1.0,0.6924063456242308,,-0.1322662121374971,0.2149101835772719,-0.20079811148229468
freedom_to_make_life_choices,0.7578795713841242,-0.42045826898938005,-0.03535130533486842,0.4325658117270248,0.6601514561873978,0.562830589751547,0.6263003992398076,-0.2486149066624139,0.20312608183518016,0.3486446626627092,0.3693780072396365,-0.49665109985418204,0.28904737557955346,-0.37735205455722515,0.34141639925952344,0.33090260256344467,-0.35123787066847256,0.6088989268333875,0.7425055173884786,-0.6805295919176023,0.2489004565195036,0.2635417629320312,0.6924063456242308,1.0,,-0.42156579927179855,0.10105353734034031,-0.2785452473587518
generosity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perceptions_of_corruption,-0.1588734938886231,-0.29473066645814644,-0.18933853603233813,-0.2632699748393369,-0.26317858053030085,-0.22085734531353057,-0.533971482418272,-0.3220597411651871,-0.2731701486386103,0.055206203478404076,0.08338622286437967,-0.12272683341800478,-0.1291673958680576,-0.3033887218701213,0.3024752076807806,-0.16877852928030496,0.16048694710883457,-0.40028293632793394,-0.5180123292685541,0.2794914904901692,0.05220674757469876,-0.0494290246707068,-0.1322662121374971,-0.42156579927179855,,1.0,0.2504851188948299,0.28898936636212064
positive_affect,0.3312510113151774,-0.29866017734580846,0.2348578497839955,0.22691200621320703,0.3491730388634211,0.288503891607058,0.2686156927474557,0.05973086800279356,-0.44875549323496033,0.3116700399608351,0.3249751980957032,-0.2131915691871702,0.09853782188755975,-0.300900238429317,0.13477961571672256,0.32116772095864277,-0.1793358881965215,0.27295175217794304,-0.028826250326065315,-0.18743389924006787,-0.14235016988167273,0.31254410683758566,0.2149101835772719,0.10105353734034031,,0.2504851188948299,1.0,0.06109986648911891
negative_affect,-0.11210746455480113,0.01848698064074854,-0.3703756889374651,-0.04895573039766025,-0.19075635476953348,-0.3298273107070547,-0.23465877128737644,0.3604972358869352,0.19206816642972527,-0.1502571839116816,-0.1378272223972793,0.11661413212165697,0.2714057111656838,0.07105517525368558,0.2273143482252293,-0.3033088189630339,0.0750741390463325,-0.2645956322319082,-0.3081494975796361,0.451957750909867,-0.11175807384397601,0.4212849535590458,-0.20079811148229468,-0.2785452473587518,,0.28898936636212064,0.06109986648911891,1.0
