,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Access to electricity (% of population),1.0,-0.8450471950558561,0.39874275170606094,-0.290470818556248,0.479108959682726,0.5685600943461341,0.3908367511745888,-0.06918248490165732,0.08447076097104474,0.2830026234911188,0.24633205475129924,0.13701986382309267,0.1566131189243871,-0.8064964893826804,0.8221165712439165,0.06754421751112116,-0.8288686966328831,0.440406657725784,0.7181398593484706,-0.7889747934108731,0.47985438007811804,0.22464720931183033,0.7563287723538166,0.14282421830506947,-0.1259329073940919,-0.04480471416239962,-0.032665728924846614,-0.023241639961977964
"Age dependency ratio, young (% of working-age population)",-0.8450471950558561,1.0,-0.33901344235972936,0.14456532582424514,-0.5591429379977092,-0.6949853586415476,-0.4224206093500758,0.11348930336835168,-0.11280594953486388,-0.36442233663465406,-0.32093652296175,-0.058705292524679493,-0.1746120418895951,0.9888067794992119,-0.9560126592239654,-0.15359694736844792,0.744577985699012,-0.5373455951856718,-0.6657134567478221,0.7988303286480897,-0.4780105594893821,-0.2793895319836912,-0.6675356884323718,-0.15094654437047378,0.11707132226284907,0.15008611824071783,0.06998248070567589,0.03104048298424189
"Compulsory education, duration (years)",0.39874275170606094,-0.33901344235972936,1.0,-0.11472971669478141,0.17029798314920444,0.320290420966688,0.22745601912845018,-0.1926633745558312,0.07766293311657814,0.2676520709407962,0.26905232924908834,-0.005421048438014702,0.13364093275525052,-0.34198742085030703,0.25405584233661177,0.11251462506851283,-0.32532398338414403,0.3100247883313445,0.4096534917171764,-0.37379114801241614,0.26803087831391803,-0.04370263012513368,0.33910729413659296,0.12346849064398961,-0.19982413057636,0.08129452919961161,0.26201343504694297,0.0271255563872348
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.290470818556248,0.14456532582424514,-0.11472971669478141,1.0,0.12953137116773603,0.04199595829330976,0.01880932762809648,0.0021102668548474857,0.09249320078754004,0.05489069454830884,0.046485044900520106,-0.2867772116485558,0.020174544356985454,0.12997219659382195,-0.09258220089085827,0.09456465487642551,0.36833718435857565,-0.008426215612707452,-0.1804125613404161,0.3280599816168777,-0.27507366931120114,-0.06531410160936783,-0.19638572401235158,-0.001543109227711996,0.17266207851545815,-0.08164376859082338,0.10986624727849137,-0.11956719129305671
"GDP per capita, PPP (current international $)",0.479108959682726,-0.5591429379977092,0.17029798314920444,0.12953137116773603,1.0,0.6537726657426912,0.8171585909965488,-0.10763420323650215,0.032487223074817106,0.3341903073904848,0.30236557841047024,0.1905802022124446,0.32281928475390276,-0.55948429196144,0.6273585205951857,0.05429895039756856,-0.5021881205042069,0.8439703054082477,0.6596186837151997,-0.6527202536804547,0.4901963996100337,0.27738562484417373,0.46693717800839635,0.15060928465170503,0.04919947442912426,-0.426143925903041,0.19083187647169092,-0.03373886722493425
Individuals using the Internet (% of population),0.5685600943461341,-0.6949853586415476,0.320290420966688,0.04199595829330976,0.6537726657426912,1.0,0.6505287809030946,-0.22012067579144406,0.055631456697685544,0.47829277648802476,0.452705601009052,-0.07988234543931118,0.24510342038259436,-0.7378096856149183,0.5945429739807855,0.42613762366058255,-0.4695411098625227,0.8113116336887228,0.6400218038151312,-0.6901715931447967,0.5211326192377318,0.23292358634958799,0.567814388888839,0.17773231478479032,0.12164504020142446,-0.4067392268179884,0.13499682536949248,-0.02343005493277479
"Industry (including construction), value added per worker (constant 2015 US$)",0.3908367511745888,-0.4224206093500758,0.22745601912845018,0.01880932762809648,0.8171585909965488,0.6505287809030946,1.0,-0.11383859590565404,0.023079704836343525,0.3090991314646164,0.2908657461046827,0.14083942594072252,0.22455368326678435,-0.42620669691020197,0.4039010170875807,0.18911902019902055,-0.34366791957794096,0.8155348346044335,0.5971976728320687,-0.5671151586159453,0.4991997612700291,0.2784611277182639,0.41122133770604047,0.07749168108835655,0.23402299026530957,-0.33513698083173743,0.19842476685060845,-0.04939538200143743
"Inflation, GDP deflator (annual %)",-0.06918248490165732,0.11348930336835168,-0.1926633745558312,0.0021102668548474857,-0.10763420323650215,-0.22012067579144406,-0.11383859590565404,1.0,-0.002787838093334662,-0.14444685768569282,-0.13729538144057984,-0.07480365072295019,-0.021704596217774357,0.14276725314312447,-0.08443516231468785,0.006421858642335591,0.0564704967026831,-0.17491089400169932,-0.14566111507267146,0.09468709637713092,-0.11105285877463482,0.03062347226777559,-0.1903599980805346,0.11579360232441104,0.012811277759581978,0.14432229838825752,-0.055715959341587566,-0.07441432941296117
Land area (sq. km),0.08447076097104474,-0.11280594953486388,0.07766293311657814,0.09249320078754004,0.032487223074817106,0.055631456697685544,0.023079704836343525,-0.002787838093334662,1.0,0.438383146771145,0.4084104813424372,0.09825498563023095,0.15671329935497696,-0.11311027054734787,0.129249110302411,-0.036006660994441844,-0.10123258815901498,-0.0009244565834820497,0.11816928270373425,-0.08622642571236312,-0.04584184646323687,0.09460098919309246,0.00891331333911341,0.0447977899273295,-0.02051472434659345,0.017485555947553844,0.05467547556426389,-0.17619196903538062
Merchandise exports by the reporting economy (current US$),0.2830026234911188,-0.36442233663465406,0.2676520709407962,0.05489069454830884,0.3341903073904848,0.47829277648802476,0.3090991314646164,-0.14444685768569282,0.438383146771145,1.0,0.9176354890628513,0.05860626142452229,0.15228093799505354,-0.3910787319790093,0.302625438020486,0.14660775635152726,-0.30951828610664456,0.40746233690792477,0.3258175872463707,-0.3269807637991806,0.07122735330762721,0.16235000561774726,0.23903167949724854,0.12719217802609445,0.2647905370095467,-0.2933226647374969,0.10870492511422347,-0.18321358404516386
Merchandise imports by the reporting economy (current US$),0.24633205475129924,-0.32093652296175,0.26905232924908834,0.046485044900520106,0.30236557841047024,0.452705601009052,0.2908657461046827,-0.13729538144057984,0.4084104813424372,0.9176354890628513,1.0,0.06342406500344268,0.3094714038206676,-0.34665714251108076,0.2561032474888317,0.13415156469282072,-0.27327723048553426,0.44715745643298066,0.28761862676475564,-0.2955334670345482,0.13439662173676323,0.1426980464999997,0.19377303954376507,0.12808925960526185,0.2343313002924878,-0.29862029860331074,0.109758484889448,-0.08216512889807946
Military expenditure (% of GDP),0.13701986382309267,-0.058705292524679493,-0.005421048438014702,-0.2867772116485558,0.1905802022124446,-0.07988234543931118,0.14083942594072252,-0.07480365072295019,0.09825498563023095,0.05860626142452229,0.06342406500344268,1.0,0.2759159605334771,-0.02877653159064482,0.12502845101601176,-0.3160872593022199,-0.2687158610762792,-0.05018297194499389,0.18080156977418263,-0.1925611728779418,0.22398626440061478,0.08181990168052161,0.27227908051991695,-0.022520406717384457,-0.313155939321017,-0.05916876262798178,0.01537835490998962,0.029695785294421913
